Address,Age of annuitant 1,Age of annuitant 2,Air conditioning,Alarm,As built plan,"As property tenant or owner, insure your real estate: fire, theft, water damage, storm, ...",Asking price excluding VAT and excl. notary fees (excluding eventual registration fees on the ground),Asking price excluding registration fees and excl. notary fees,Attic,Attic accesible with fixed stairs,Available as of,Bathrooms,Bedroom 1 area,Bedroom 2 area,Bedroom 3 area,Bedroom 4 area,Bedroom 5 area,Bedrooms,Building condition,CO₂ emission,Cable TV,Cadastral income,Cellar,Cellar area,Conformity certification for fuel tanks,Connection to sewer network,Current monthly revenue,Depth of plot,Dining room,Dining room area,Disabled access,Distance to school,Distance to shop,Distance to transports,District or place name,Double glazing,Dressing room,EPC - Energy consumption,EPC score,Find the mortgage formula and a borrowing rate that suits you the best!,Fireplaces,Flat land,Furnished,Garden,Garden area,Heat pump,Heating,Indexed annuity,Indoor parking spaces,Inspection report of the electrical installation,Intercom,Isolated attic,Jacuzzi,Kitchen area,Kitchen setup,Latest land use designation,Laundry room,Life annuity type,Lift,Living room,Living room area,Monthly annuity,Monthly charges,Name of the building,Net floor area,Newly built,Number of dwellings,Number of floors,Number of frontages,Number of lives,Number of outbuildings,Number of rooms,Office,Office area,Orientation,Orientation terrace,Outdoor parking spaces,Photovoltaic solar panels,Planning permission obtained,Plot area,Plot to front,Plot to rear,Possible priority purchase right,Proceedings for breach of planning regulations,Reference number of the EPC report,Reinforced door,Requested sale price,Reversionary annuity,Sauna,Setting,Shower rooms,Subdivision permit,Swimming pool,Tenement building,Terrace,Terrace area,Theoretical total energy consumption,Thermic solar panels,"To ensure your payments and your family safety in case of early death, you can take a Decreasing life insurance.",Toilets,Town planning,Type of flood-risk area,Value of the property,Width of plot to street,Width of street façade,Wooded land,Workspace,Workspace area,Year of construction
1970 Wezembeek-Oppem        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,,,16/01/2019,1,30 m2,25 m2,18 m2,12 m2,12 m2,5,As new,75 kg CO2/m2,,"€ 4,633",yes,,no,,,,,,,500 m,700 m,,Est de Bruxelles + VL,yes,,382 kWh/m2,,Calculate your monthly installment,,,,yes,500 m2,,Gas,,1,"yes, conform",,,,,Hyper-equipped,Not specified,,,,yes,78 m2,,,,250 m2,,,2,4,,,,,,,,1,,Not specified,862 m2,,,Not specified,Not specified,382 HELP,,"€ 885,000",,,Isolated,3,Not specified,,,yes,,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,,7 m,,,,1977
provincialebaan 1        | 9200 - BAASRODE,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,20 m2,17 m2,16 m2,16 m2,14 m2,5,,,,€ 808,yes,,,,,20,yes,18 m2,,"1,132 m",,60 m,,,,495 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, not conform",,,,13 m2,,Not specified,,,,yes,32 m2,,,,215 m2,,,3,3,,,,yes,,South,,,,Not specified,310 m2,,,Not specified,Not specified,20171115-0002007376-1 HELP,,"€ 275,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,13.5,10 m,,,,1937
Hoekstraat 14        | 3580 - Beringen,,,,,no,Choose your home insurance,,,,,Huurovereenkomst te respecteren - Obligation locat,1,19 m2,17 m2,8 m2,,,3,Good condition,,,,yes,,,,,47,yes,35 m2,,580 m,,125 m,,yes,,454 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, conform",,,,13 m2,Installed,Not specified,,,,yes,35 m2,,,,113 m2,,,3,4,,,,yes,,North-West,,5,,Not specified,"1,193 m2",,,no,Not specified,20160613-0001812158-2 HELP,,"€ 299,000",,,Fitted out,,Not specified,,,yes,,,,Insure your mortgage loan,1,,Recognized flood zone,,23,,,,,1949
Handelstraat 14        | 3400 - Landen,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,,,€ 348,,,,,,,,,,208 m,940 m,108 m,,yes,,218 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, not conform",,,,,Installed,Mixed living area (accommodation & economic activity),,,,,,,,,115 m2,,,,2,,,,,,,,,,yes,120 m2,,,no,no,20100527-0000546358-00000003-6 HELP,,"€ 185,000",,,,,no,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,
1150 Woluwe-Saint-Pierre        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,5 m2,,Upon exchange of deeds,2,13 m2,17 m2,,,,2,As new,48 kg CO2/m2,,€ 493,yes,20 m2,,,,,,,,100 m,100 m,,Brussel (19 gemeenten),yes,,240 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,7 m2,Hyper-equipped,,,,,yes,27 m2,,,,120 m2,,,2,2,,,,,,,,,,Not specified,55 m2,,,Not specified,Not specified,509912 HELP,,"€ 395,000",,,Isolated,1,Not specified,,,yes,7 m2,,,Insure your mortgage loan,2,,,,,3·5 m,,,,1930
Rue du Doignon 7        | 1420 - Braine-l'Alleud,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,2,17 m2,10 m2,12 m2,26 m2,,4,Good condition,52 kg CO2/m2,,"€ 1,577",yes,32 m2,,yes,,,,,,,,,Cedimmo,,,281 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,no,,,,,Installed,"Living area (residential, urban or rural)",,,,yes,57 m2,,,,175 m2,,,2,2,,,,,,,,2,,yes,730 m2,,,no,no,20170911010852 HELP,,"€ 369,000",,,Isolated,2,Not specified,,,yes,,not specified,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1932
Rue Frans Landrain 19    box 15    | 1970 - Wezembeek-Oppem,,,,yes,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,2,19 m2,17 m2,16 m2,14 m2,,4,Good condition,,,"€ 2,823",yes,65 m2,no,,,,yes,20 m2,,450 m,230 m,230 m,Clos de la haute source,yes,yes,209 kWh/m2,,Calculate your monthly installment,1,yes,,yes,,,Gas,,,"yes, not conform",,,,11 m2,Installed,Not specified,yes,,,yes,34 m2,,€ 70,Clos de la haute source,,,1,2,3,,,,yes,,South-West,South-West,2,,Not specified,480 m2,,yes,Not specified,Not specified,1970 20170904-0001989859-1 HELP,,"€ 595,000",,,Residential,1,Not specified,,,yes,20 m2,,,Insure your mortgage loan,3,,Possible flood zone,,,,,,,1994
Ginderoverstraat 10        | 3590 - Diepenbeek,,,,,no,Choose your home insurance,,,,,na opzeg huur overeenkomst - na opzeg huur overeen,3,,,,,,11,Good condition,,,"€ 2,218",,,,,,55,,,,,,,,yes,,462 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,,,,,,Semi-equipped,Not specified,,,,yes,"1,353 m2",,,,359 m2,,,,4,,,,,,East,,,,Not specified,"1,508 m2",,,no,Not specified,20100926-0000648266-00000009-6 HELP,,"€ 345,000",,,,,yes,,,yes,,,,Insure your mortgage loan,3,,Recognized flood zone,,19,,,,,1985
1000 Bruxelles        |          Ask for the exact address,,,,yes,Not specified,Choose your home insurance,,,,,28/02/2018,3,,,,,,3,Good condition,78 kg CO2/m2,yes,"€ 1,960",yes,,,yes,,,,,,,,,Bruxelles Centre,,,392 kWh/m2,,Calculate your monthly installment,,,,yes,50 m2,,Gas,,,no,,,,,Hyper-equipped,,,,,yes,,,,,200 m2,,,2,3,,,,,,,,3,,yes,228 m2,,,no,no,2017019 HELP,,"€ 765,000",,,Urban,2,yes,,,yes,,,,Insure your mortgage loan,2,,,,,,,,,1890
Rue de Hal 27        | 1460 - Ittre,,,,yes,Not specified,Choose your home insurance,,,,,A l'acte,2,35 m2,15 m2,15 m2,14 m2,,4,As new,37 kg CO2/m2,yes,"€ 1,925",,,not specified,,,,,,,,,,Ittre,yes,,147 kWh/m2,,Calculate your monthly installment,1,,,,,,Fuel,,,no,,,,15 m2,,,yes,,,yes,46 m2,,,,185 m2,,,,4,,,,yes,7 m2,West,,10,,Not specified,"5,900 m2",,,no,no,20170213016937 HELP,,"€ 550,000",,,Residential,,Not specified,,,yes,,"34,004 kWh/year",,Insure your mortgage loan,1,,,,,,,,,2006
Rue Courrière 2        | 7500 - Tournai,,,,yes,Not specified,Choose your home insurance,,,,,A l'acte,4,,,,,,6,Good condition,228 kg CO2/m2,yes,€ 780,yes,,not specified,,,,,,,,,,Tournai,yes,,922 kWh/m2,,Calculate your monthly installment,1,,,,,,Fuel,,4,no,,,,,,"Living area (residential, urban or rural)",,,,yes,60 m2,,,,450 m2,,,,4,,,,yes,30 m2,East,,15,,Not specified,"7,800 m2",,,Not specified,no,20160501006727 HELP,,"€ 750,000",,,landscape,1,Not specified,,,yes,100 m2,"171,855 kWh/year",,Insure your mortgage loan,,,Property located in a non-flood zone,,,32 m,,,30 m2,1900
Weg naar Diepenbeek 15        | 3740 - Bilzen,,,,,no,Choose your home insurance,,,,,Overeen te komen - A convenir - To be established,1,16 m2,10 m2,9 m2,,,3,Good condition,,,€ 929,,,"yes, conform",,,61,yes,33 m2,,"1,421 m",,194 m,,yes,,586 kWh/m2,,Calculate your monthly installment,1,,,yes,"1,119 m2",,Fuel,,2,"yes, conform",,,,15 m2,Semi-equipped,Not specified,,,,yes,33 m2,,,,331 m2,,,2,4,,,,yes,,Northeast,,,,yes,"1,306 m2",,,no,Not specified,20110116-0000737642-00000004-3 HELP,,"€ 285,000",,,Country,,yes,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,16,9 m,,,,1980
Oude Heirbaan 16        | 9200 - OUDEGEM,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,,,€ 803,,,,,,,,,,,,,,yes,,497 kWh/m2,,Calculate your monthly installment,,,,yes,175 m2,,Fuel,,4,"yes, conform",,,,,,"Living area (residential, urban or rural)",,,,yes,40 m2,,,,150 m2,,,,3,,,,,,West,,4,,yes,431 m2,,,no,no,1860863-1 HELP,,"€ 289,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,10.5,7 m,,,,
1050 Ixelles        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,,,28/02/2018,3,20 m2,20 m2,18 m2,18 m2,16 m2,6,As new,65 kg CO2/m2,yes,"€ 1,447",yes,,,yes,,,,,yes,,,,Bruxelles Sud,,,344 kWh/m2,,Calculate your monthly installment,,,,yes,400 m2,,Fuel,,,"yes, conform",,,,,Hyper-equipped,,,,,yes,100 m2,,,,478 m2,,,4,2,,,,yes,,,,,,no,400 m2,,,Not specified,Not specified,20170929-0000513013-01-3 HELP,,"€ 1,395,000",,,Urban,2,no,,,yes,20 m2,,,Insure your mortgage loan,4,,,,,7·5 m,,,,1920
Moffelstraat 18         | 3370 - Boutersem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,,,€ 344,,,,,,,,,,,,,,,,240 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, not conform",,,,,Installed,"Living area (residential, urban or rural)",,,,,,,,,147 m2,,,,4,,,,,,South,,1,,Not specified,215 m2,,,no,no,20100113-0000414238-000000005-0 HELP,,"€ 265,000",,,,,Not specified,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1850
Melgesdreef 78        | 2170 - Antwerp,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,,,€ 707,yes,,,,,15,,,,,,,,yes,,425 kWh/m2,,Calculate your monthly installment,,,,yes,50 m2,,Gas,,,,,,,,Installed,"Living area (residential, urban or rural)",,,,yes,30 m2,,,,149 m2,,,3,2,,,,,,East,,,,Not specified,148 m2,,,yes,no,20180120-0002025920-1 HELP,,"€ 269,000",,,,,yes,,,yes,20 m2,,,Insure your mortgage loan,2,,,,5,5 m,,,,
Laarderweg 14        | 3990 - Peer,,,,,no,Choose your home insurance,,,,,Huurovereenkomst te respecteren - Obligation locat,1,15 m2,14 m2,7 m2,,,3,Good condition,,,€ 433,yes,,,,,,,,,300 m,600 m,400 m,,yes,,466 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,,"yes, not conform",,,,24 m2,Semi-equipped,Not specified,,,,,,,,,191 m2,,,2,4,,,,,,South-West,,,,Not specified,800 m2,,,no,Not specified,20120310-0001061414-00000008-8 HELP,,"€ 189,000",,,Country,,yes,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,,,,,1958
Halleux 548        | 4654 - Charneux,,,,,Not specified,Choose your home insurance,,,116 m2,,Upon exchange of deeds,1,15 m2,15 m2,12 m2,,,3,Good condition,,yes,"€ 1,016",yes,38 m2,,yes,,,,,,,,,,yes,,253 kWh/m2,,Calculate your monthly installment,,,,,,,Electric,,,,,,,16 m2,Installed,,,,,yes,3 m2,,,,130 m2,,,1,4,,,,,,,,,,Not specified,627 m2,,,Not specified,Not specified,20160429011020 HELP,,"€ 265,000",,,Country,,Not specified,,,,,"31,252 kWh/year",,Insure your mortgage loan,,,,,,9 m,,,,1975
Keienberglaan 84        | 1850 - Grimbergen,,,,yes,Not specified,Choose your home insurance,,,,,,,19 m2,31 m2,26 m2,12 m2,,4,Good condition,,yes,"€ 2,389",yes,,not specified,yes,,,,,,,,,,yes,,304 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,,,,,22 m2,Installed,"Living area (residential, urban or rural)",yes,,,yes,51 m2,,,,288 m2,,,1,4,,,,,,East,,,,yes,600 m2,,,yes,no,20171009-0000367485-4 HELP,,"€ 460,000",,,Urban,,yes,,,yes,20 m2,,,Insure your mortgage loan,,,Property located in a non-flood zone,,20,12 m,,,,1976
Avenue d'Uccle 57/x        | 1190 - Forest,,,,,Not specified,Choose your home insurance,,,25 m2,,01/04/2018,1,15 m2,23 m2,15 m2,15 m2,10 m2,5,Good condition,,yes,"€ 1,500",yes,40 m2,no,yes,,30,yes,20 m2,,500 m,"1,500 m",,Bruxelles (19 communes),yes,,,,Calculate your monthly installment,,,,yes,80 m2,,Gas,,,"yes, not conform",yes,,,10 m2,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,35 m2,,,,160 m2,,1,4,2,,,,yes,,,,,,no,170 m2,,,no,no,0 HELP,,"€ 375,000",,,Isolated,,no,,,yes,20 m2,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,5,5 m,,,,1935
Rue des Pêcheries 118        | 1160 - Auderghem,,,,,Not specified,Choose your home insurance,,,,,01/03/2018,3,25 m2,16 m2,15 m2,13 m2,11 m2,5,Good condition,65 kg CO2/m2,yes,"€ 1,846",yes,20 m2,,yes,,,yes,,yes,500 m,500 m,,,yes,,324 kWh/m2,,Calculate your monthly installment,,,,yes,200 m2,,Gas,,,"yes, conform",yes,,,14 m2,Hyper-equipped,,,,,yes,40 m2,,,,295 m2,,,3,4,,,,yes,,,,2,,Not specified,426 m2,,,no,Not specified,,,"€ 635,000",,,Urban,2,Not specified,,,yes,25 m2,,,Insure your mortgage loan,4,,,,12,8 m,,,,1930
Parklaan 1         | 9990 - Maldegem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,2,20 m2,17 m2,13 m2,10 m2,7 m2,5,To be renovated,,,€ 671,,,,,,,,,,,,,,,,247 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,,,,,11 m2,Semi-equipped,"Living area (residential, urban or rural)",,,,,,,,,194 m2,,,,3,,,,,,,,,,yes,369 m2,,,no,no,2013550 HELP,,"€ 385,000",,,,,no,,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1952
Rue des Pêcheries 118        | 1170 - Watermael-Boitsfort,,,,,Not specified,Choose your home insurance,,,,,01/03/2018,3,25 m2,16 m2,15 m2,13 m2,11 m2,5,Good condition,65 kg CO2/m2,yes,"€ 1,846",yes,20 m2,,yes,,,yes,,yes,500 m,500 m,,,yes,,324 kWh/m2,,Calculate your monthly installment,,,,yes,200 m2,,Gas,,,"yes, conform",yes,,,14 m2,Hyper-equipped,,,,,yes,40 m2,,,,295 m2,,,3,4,,,,yes,,,,2,,Not specified,426 m2,,,no,Not specified,,,"€ 635,000",,,Urban,2,Not specified,,,yes,25 m2,,,Insure your mortgage loan,4,,,,12,8 m,,,,1930
Chrysantenlaan 38        | 3740 - Bilzen,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,11 m2,9 m2,7 m2,,,3,Good condition,,,,,,"yes, conform",,,,yes,30 m2,,"1,641 m",,223 m,,yes,,309 kWh/m2,,Calculate your monthly installment,,,,yes,674 m2,,Fuel,,,"yes, not conform",,,,12 m2,Semi-equipped,Not specified,,,,yes,29 m2,,,,200 m2,,,2,4,,,,,,North,,,,yes,823 m2,,,no,Not specified,20150505-0001756369-1 HELP,,"€ 285,000",,,Country,,yes,,,yes,26 m2,,,Insure your mortgage loan,,,Property located in a non-flood zone,,,,,,,1989
Saint-Sauveurstraat 83        | 9600 - Ronse,,,,,no,Choose your home insurance,,,,,,1,14 m2,14 m2,8 m2,,,3,Good condition,,,€ 780,yes,13 m2,"yes, conform",,,,,,,,,,,yes,,222 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, conform",,,,15 m2,Installed,Not specified,,,,,,,,,145 m2,,,,2,,,,yes,,West,,,,Not specified,320 m2,,,Not specified,Not specified,,,"€ 269,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,,,,,,,,
Rue Pont de Pierre 3        | 7912 - Frasnes-lez-Anvaing,,,,,no,Choose your home insurance,,,,,,2,13 m2,12 m2,,,,2,Good condition,,,€ 275,yes,12 m2,,,,,,,,,,,,yes,,178 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,"yes, conform",,,,5 m2,Installed,,,,,,,,,,160 m2,,,,4,,,,,,South,,,,Not specified,680 m2,,,Not specified,Not specified,20180117023164 HELP,,"€ 320,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,,,,,,,,
Rue Herkoliers 29/0        | 1081 - Koekelberg,,,,,Not specified,Choose your home insurance,,,12 m2,,01/06/2018,2,18 m2,18 m2,16 m2,17 m2,17 m2,6,Good condition,,yes,"€ 1,427",yes,45 m2,no,yes,,20,yes,28 m2,,50 m,30 m,,Bruxelles (19 communes),yes,,,,Calculate your monthly installment,,,,,,,Gas,,,no,yes,,,28 m2,Hyper-equipped,Mixed living area (accommodation & economic activity),,,,yes,45 m2,,,,375 m2,,1,4,2,,,,yes,200 m2,,,,,yes,240 m2,,,no,no,en cours HELP,,"€ 425,000",,,Urban,2,yes,,,yes,50 m2,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,6,6 m,,,20 m2,1905
Steenweg van Grembergen 11        | 9200 - GREMBERGEN,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,,,,,,,3,To be renovated,,,€ 743,yes,50 m2,"yes, conform",,,,,,,,,,,yes,,687 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,,no,,,,,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,26 m2,,,,118 m2,,,2,3,,,,,,South-West,,,,Not specified,550 m2,,,yes,no,20171213-0002018321-1 HELP,,"€ 225,000",,,,,yes,,,,,,,Insure your mortgage loan,,,Possible flood zone,,8,6 m,,,,1935
Rijksweg 85        | 8710 - Wielsbeke,,,,,no,Choose your home insurance,,,,,,2,17 m2,14 m2,9 m2,,,3,Good condition,,,€ 825,yes,11 m2,,,,,,,,,,,,yes,,449 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,,,,,30 m2,Installed,Not specified,,,,,,,,,467 m2,,,,3,,,,,,South,,,,Not specified,944 m2,,,Not specified,Not specified,20091225-0000400499-00000007-6 HELP,,"€ 485,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,3,,,,,,,,,1964
Barelstraat 6        | 2880 - Bornem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,,12 m2,11 m2,9 m2,,,3,,,,€ 436,,,,,,12,,,,,,,,,,475 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,13 m2,Installed,"Living area (residential, urban or rural)",,,,yes,30 m2,,,,131 m2,,,2,2,,,,,,West,,,,Not specified,60 m2,,,yes,no,20170615-0001970073-2 HELP,,"€ 169,000",,,,1,no,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,5,5 m,,,,1956
Chaussée de Nivelles 153/C        | 5140 - Sombreffe,,,,yes,no,Choose your home insurance,,,,,A convenir - Overeen te komen - To be established,1,,,,,,3,Good condition,,,"€ 1,245",yes,,,,,,,,,,,,,yes,,270 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,"yes, conform",,,,,Semi-equipped,,,,,yes,30 m2,,,,140 m2,,,,4,,,,,,Northeast,,1,,Not specified,740 m2,,,Not specified,Not specified,20180124005620 HELP,,"€ 289,000",,,,,Not specified,,,,,"46,930 kWh/year",,Insure your mortgage loan,1,,,,,12 m,,,,2001
Overhemstraat 22        | 3320 - MELDERT,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,14 m2,13 m2,12 m2,11 m2,,4,Just renovated,,,€ 412,yes,,,,,30,yes,27 m2,,"1,800 m","3,000 m",20 m,,yes,,291 kWh/m2,,Calculate your monthly installment,,,,yes,300 m2,,Gas,,,"yes, conform",,,,11 m2,Installed,Not specified,,,,yes,40 m2,,,,150 m2,,,2,3,,,,yes,11 m2,West,,2,,yes,430 m2,,,no,no,20111215-0000991594-00000002-6 HELP,,"€ 285,000",,,,1,no,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,27,,,,,1850
Bombois 12        | 6860 - Léglise,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,To be renovated,,,€ 309,yes,,,,,,yes,,,,,,LEGLISE,,,496 kWh/m2,,Calculate your monthly installment,,,,,,,Wood,,2,"yes, not conform",,,,,Semi-equipped,,,,,,,,,,,,,1,3,,,,,,,,2,,Not specified,"1,280 m2",,,Not specified,Not specified,20180104014231 HELP,,"€ 129,000",,,Country,,Not specified,,,,,"74,642 kWh/year",,Insure your mortgage loan,1,,,,,,,,,1899
Boriaustraat 53        | 9470 - Denderleeuw,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,27 m2,18 m2,8 m2,,,3,As new,,,€ 603,yes,15 m2,,,,53,yes,28 m2,,374 m,900 m,262 m,,yes,,489 kWh/m2,,Calculate your monthly installment,,,,yes,152 m2,,Gas,,,"yes, conform",,,,15 m2,Installed,"Living area (residential, urban or rural)",,,,yes,28 m2,,,,128 m2,,,3,3,,,,,,Southeast,,,,yes,300 m2,,,no,Not specified,20171228-0001716659-2 HELP,,"€ 239,000",,,Residential,,no,,,yes,65 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,6.6,5 m,,,,1935
Rue du Vieux Marche 25        | 6690 - Vielsalm,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,4,10 m2,10 m2,,,,2,To be done up,67 kg CO2/m2,yes,"€ 1,125",yes,,,yes,,,,,,,,,VIELSALM,,,262 kWh/m2,,Calculate your monthly installment,,,,yes,70 m2,,Fuel,,,"yes, not conform",yes,,,,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,,,,,200 m2,,,3,2,,,,,,,,,,Not specified,183 m2,,,Not specified,Not specified,20170628004623 HELP,,"€ 199,000",,,Urban,4,Not specified,,yes,,,"14,690 kWh/year",,Insure your mortgage loan,5,,,,,,,,,1946
Avenue General Lartigue 18        | 1200 - Woluwe-Saint-Lambert,,,,,Not specified,Choose your home insurance,,,,,20/04/2018,2,15 m2,15 m2,10 m2,7 m2,16 m2,5,Good condition,,yes,"€ 3,470",yes,45 m2,,,,,yes,42 m2,,500 m,,,Quartier cerisiers,yes,,277 kWh/m2,,Calculate your monthly installment,,,,yes,83 m2,,Gas,,2,"yes, not conform",yes,,,11 m2,Installed,,,,,yes,42 m2,,,,228 m2,,,2,2,,,,yes,,,,1,,Not specified,161 m2,,,Not specified,Not specified,,,"€ 665,000",,,Residential,1,Not specified,,,yes,16 m2,,,Insure your mortgage loan,3,,,,,,,,,1976
Place de Jamblinne de Meux 38        | 1030 - Schaerbeek,,,,yes,Not specified,Choose your home insurance,,,30 m2,,01/03/2018,2,25 m2,20 m2,18 m2,17 m2,10 m2,5,As new,64 kg CO2/m2,yes,"€ 2,450",yes,50 m2,"yes, conform",yes,,,yes,18 m2,,100 m,100 m,,,yes,,303 kWh/m2,,Calculate your monthly installment,,,,yes,125 m2,,Gas,,,"yes, not conform",yes,,,8 m2,Hyper-equipped,,,,,yes,75 m2,,,,390 m2,,,4,2,,,,yes,,,,,,yes,236 m2,,,Not specified,Not specified,0 HELP,,"€ 1,090,000",,,Residential,1,Not specified,,,yes,20 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,,650 m,,,,1912
Avenue des Palombes 5        | 1950 - Kraainem,,,,yes,Not specified,Choose your home insurance,,,,,01/03/2018,2,21 m2,20 m2,18 m2,16 m2,16 m2,5,As new,41 kg CO2/m2,yes,"€ 5,966",yes,20 m2,,,,,yes,20 m2,,350 m,400 m,,,,,209 kWh/m2,,Calculate your monthly installment,,,,yes,925 m2,,Gas,,3,"yes, not conform",,,,28 m2,Hyper-equipped,Not specified,,,,yes,40 m2,,,,350 m2,,,2,4,,,,yes,,,,2,,Not specified,"1,100 m2",,,Not specified,Not specified,- HELP,,"€ 1,450,000",,,Residential,2,Not specified,,,yes,70 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,,10 m,,,20 m2,1972
Nieuwdorp 83        | 9190 - Stekene,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,33 m2,16 m2,14 m2,12 m2,,3,As new,"1,000 kg CO2/m2",,"€ 1,224",,,,,,60,,,,,,,,yes,,404 kWh/m2,,Calculate your monthly installment,1,,,,,,Electric,,2,"yes, not conform",,,,18 m2,Installed,Not specified,,,,yes,60 m2,,,,229 m2,,,,4,,,,,,South,,,,Not specified,"1,004 m2",,,no,no,2001113 HELP,,"€ 435,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,32.37,14 m,,,,1981
1180 Uccle        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,,,28/02/2018,2,30 m2,16 m2,15 m2,15 m2,12 m2,6,Good condition,49 kg CO2/m2,,"€ 1,208",yes,,,,,,,,yes,,,,Bruxelles Sud,,,227 kWh/m2,,Calculate your monthly installment,,,,yes,800 m2,,Gas,,1,"yes, not conform",,,,,USA Installed,,,,,yes,,,,,336 m2,,,3,3,,,,,,,,2,,Not specified,"1,000 m2",,,Not specified,Not specified,20130224-0000148573-01-6 HELP,,"€ 835,000",,,Isolated,2,Not specified,,,yes,,,,Insure your mortgage loan,3,,,,,15 m,,,,1906
Zwijndries 84        | 9700 - ENAME,,,,,no,Choose your home insurance,,,,,,1,21 m2,14 m2,,,,2,Good condition,,,€ 378,,,,,,,,,,,,,,yes,,321 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, conform",,,,8 m2,Installed,Not specified,,,,,,,,,86 m2,,,,3,,,,,,South-West,,2,,Not specified,460 m2,,,Not specified,Not specified,20110921-0000925592-00000004-6 HELP,,"€ 239,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,1,,,,,,,,,
